Player name: yoni_11_19_22_NOCOUNT
Login date: 11/19/2022 1:53:15 PM
Coordinates:
15	11	0.050403	2.31072	-1.847843	-1.29692
15	11	0.0604097	2.311982	-1.847693	-1.297387
15	11	0.0693777	2.311982	-1.847693	-1.297387
15	11	0.0797502	2.313241	-1.84793	-1.297541
15	11	0.0887645	2.314536	-1.848265	-1.298096
15	11	0.1012482	2.315699	-1.84857	-1.29806
15	11	0.1153198	2.316345	-1.848891	-1.297873
15	11	0.1264677	2.317882	-1.849515	-1.296983
15	11	0.1389471	2.318602	-1.850118	-1.296276
15	11	0.152661	2.319166	-1.850487	-1.295941
15	11	0.1637922	2.319724	-1.851045	-1.295066
15	11	0.1725807	2.320355	-1.85192	-1.294418
15	11	0.1823576	2.320355	-1.85192	-1.294418
15	11	0.1913603	2.320651	-1.852398	-1.293777
15	11	0.2031186	2.320945	-1.85278	-1.293006
15	11	0.2128804	2.321272	-1.853002	-1.292202
15	11	0.2211536	2.321597	-1.853057	-1.291525
15	11	0.2314314	2.321871	-1.853001	-1.291042
15	11	0.2414085	2.322644	-1.853289	-1.29029
15	11	0.2523326	2.323007	-1.853408	-1.289764
15	11	0.2638245	2.322963	-1.853783	-1.28919
15	11	0.2747351	2.322879	-1.853999	-1.288911
15	11	0.2859969	2.322652	-1.85436	-1.288592
15	11	0.2979439	2.322169	-1.85475	-1.288316
15	11	0.3087976	2.321302	-1.85487	-1.287999
15	11	0.3201163	2.320858	-1.855074	-1.287743
15	11	0.3316821	2.320186	-1.855205	-1.287621
15	11	0.3435503	2.319674	-1.855047	-1.287639
15	11	0.3538337	2.319399	-1.854851	-1.287775
15	11	0.3649939	2.319228	-1.854615	-1.287796
15	11	0.3761328	2.318917	-1.854523	-1.287987
15	11	0.3870247	2.318403	-1.854358	-1.288209
15	11	0.3980335	2.317795	-1.854297	-1.288442
15	11	0.4093104	2.317092	-1.854054	-1.288841
15	11	0.4199323	2.316537	-1.85397	-1.289393
15	11	0.4321385	2.316205	-1.853726	-1.289887
15	11	0.4425981	2.315779	-1.853703	-1.290307
15	11	0.4536617	2.315336	-1.853606	-1.29086
15	11	0.4651371	2.314925	-1.853546	-1.291414
15	11	0.4771085	2.314432	-1.853357	-1.291823
15	11	0.487372	2.31411	-1.853362	-1.292186
15	11	0.4991367	2.313715	-1.853487	-1.292591
15	11	0.5106393	2.313495	-1.853598	-1.292965
15	11	0.5209954	2.313237	-1.853707	-1.293245
15	11	0.5324906	2.313121	-1.853666	-1.293779
15	11	0.5434563	2.31313	-1.853873	-1.294178
15	11	0.5541403	2.313072	-1.853983	-1.294342
15	11	0.5655622	2.313138	-1.853814	-1.294625
15	11	0.5768734	2.313124	-1.853711	-1.294671
15	11	0.5877874	2.313298	-1.853615	-1.29472
15	11	0.5991558	2.313374	-1.853513	-1.294929
